      Time            FairTen1            FairTen2            FairTen3            FairTen4            FairTen5            FairTen6            FairTen7            FairTen8
    2.1800       2.7648954e+05       2.7617809e+05       2.7549164e+05       2.7581828e+05       2.7551006e+05       2.7582839e+05       2.7651491e+05       2.7618128e+05
    2.2000       2.7530031e+05       2.7498277e+05       2.7428231e+05       2.7461688e+05       2.7429982e+05       2.7462399e+05       2.7532453e+05       2.7498320e+05
    2.2200       2.7417685e+05       2.7385331e+05       2.7313905e+05       2.7348148e+05       2.7315560e+05       2.7348552e+05       2.7419985e+05       2.7385091e+05
    2.2400       2.7312155e+05       2.7279211e+05       2.7206428e+05       2.7241448e+05       2.7207983e+05       2.7241538e+05       2.7314329e+05       2.7278684e+05
    2.2600       2.7213666e+05       2.7180140e+05       2.7106025e+05       2.7141815e+05       2.7107478e+05       2.7141585e+05       2.7215708e+05       2.7179323e+05
    2.2800       2.7122422e+05       2.7088326e+05       2.7012906e+05       2.7049454e+05       2.7014254e+05       2.7048899e+05       2.7124327e+05       2.7087215e+05
    2.3000       2.7038610e+05       2.7003956e+05       2.6927261e+05       2.6964555e+05       2.6928500e+05       2.6963671e+05       2.7040375e+05       2.7002549e+05
    2.3200       2.6962401e+05       2.6927200e+05       2.6849262e+05       2.6887290e+05       2.6850390e+05       2.6886073e+05       2.6964020e+05       2.6925495e+05
    2.3400       2.6893945e+05       2.6858211e+05       2.6779063e+05       2.6817810e+05       2.6780079e+05       2.6816259e+05       2.6895415e+05       2.6856207e+05
    2.3600       2.6833376e+05       2.6797122e+05       2.6716802e+05       2.6756252e+05       2.6717704e+05       2.6754365e+05       2.6834694e+05       2.6794820e+05
    2.3800       2.6780808e+05       2.6744049e+05       2.6662596e+05       2.6702732e+05       2.6663382e+05       2.6700509e+05       2.6781971e+05       2.6741451e+05
    2.4000       2.6736339e+05       2.6699090e+05       2.6616544e+05       2.6657348e+05       2.6617213e+05       2.6654788e+05       2.6737344e+05       2.6696196e+05
    2.4200       2.6700045e+05       2.6662322e+05       2.6578727e+05       2.6620179e+05       2.6579278e+05       2.6617285e+05       2.6700890e+05       2.6659136e+05
    2.4400       2.6671987e+05       2.6633807e+05       2.6549207e+05       2.6591287e+05       2.6549640e+05       2.6588061e+05       2.6672670e+05       2.6630333e+05
    2.4600       2.6652205e+05       2.6613585e+05       2.6528030e+05       2.6570714e+05       2.6528344e+05       2.6567160e+05       2.6652725e+05       2.6609827e+05
    2.4800       2.6640722e+05       2.6601680e+05       2.6515219e+05       2.6558484e+05       2.6515415e+05       2.6554606e+05       2.6641077e+05       2.6597644e+05
    2.5000       2.6637540e+05       2.6598095e+05       2.6510780e+05       2.6554602e+05       2.6510859e+05       2.6550405e+05       2.6637730e+05       2.6593787e+05
    2.5200       2.6642661e+05       2.6602831e+05       2.6514714e+05       2.6559069e+05       2.6514676e+05       2.6554559e+05       2.6642685e+05       2.6598259e+05
    2.5400       2.6656079e+05       2.6615885e+05       2.6527021e+05       2.6571882e+05       2.6526867e+05       2.6567065e+05       2.6655938e+05       2.6611055e+05
    2.5600       2.6677739e+05       2.6637203e+05       2.6547652e+05       2.6592988e+05       2.6547383e+05       2.6587874e+05       2.6677434e+05       2.6632125e+05
    2.5800       2.6707565e+05       2.6666708e+05       2.6576533e+05       2.6622314e+05       2.6576151e+05       2.6616911e+05       2.6707096e+05       2.6661392e+05
    2.6000       2.6745455e+05       2.6704303e+05       2.6613567e+05       2.6659761e+05       2.6613076e+05       2.6654080e+05       2.6744825e+05       2.6698760e+05
    2.6200       2.6791294e+05       2.6749869e+05       2.6658640e+05       2.6705212e+05       2.6658040e+05       2.6699266e+05       2.6790504e+05       2.6744111e+05
    2.6400       2.6844941e+05       2.6803269e+05       2.6711616e+05       2.6758533e+05       2.6710912e+05       2.6752333e+05       2.6843996e+05       2.6797310e+05
    2.6600       2.6906236e+05       2.6864342e+05       2.6772336e+05       2.6819561e+05       2.6771531e+05       2.6813122e+05       2.6905137e+05       2.6858195e+05
    2.6800       2.6975006e+05       2.6932918e+05       2.6840631e+05       2.6888127e+05       2.6839728e+05       2.6881463e+05       2.6973758e+05       2.6926597e+05
    2.7000       2.7051059e+05       2.7008803e+05       2.6916313e+05       2.6964042e+05       2.6915317e+05       2.6957167e+05       2.7049666e+05       2.7002324e+05
    2.7200       2.7134183e+05       2.7091788e+05       2.6999171e+05       2.7047094e+05       2.6998086e+05       2.7040025e+05       2.7132650e+05       2.7085165e+05
    2.7400       2.7224155e+05       2.7181649e+05       2.7088986e+05       2.7137061e+05       2.7087815e+05       2.7129815e+05       2.7222487e+05       2.7174899e+05
    2.7600       2.7320732e+05       2.7278144e+05       2.7185516e+05       2.7233703e+05       2.7184266e+05       2.7226298e+05       2.7318933e+05       2.7271284e+05
    2.7800       2.7423656e+05       2.7381016e+05       2.7288508e+05       2.7336765e+05       2.7287183e+05       2.7329217e+05       2.7421734e+05       2.7374064e+05
    2.8000       2.7532658e+05       2.7489996e+05       2.7397692e+05       2.7445976e+05       2.7396298e+05       2.7438306e+05       2.7530617e+05       2.7482970e+05
    2.8200       2.7647449e+05       2.7604796e+05       2.7512785e+05       2.7561051e+05       2.7511327e+05       2.7553278e+05       2.7645297e+05       2.7597715e+05
    2.8400       2.7767731e+05       2.7725120e+05       2.7633489e+05       2.7681693e+05       2.7631973e+05       2.7673837e+05       2.7765475e+05       2.7718002e+05
    2.8600       2.7893192e+05       2.7850655e+05       2.7759495e+05       2.7807590e+05       2.7757927e+05       2.7799672e+05       2.7890839e+05       2.7843519e+05
