time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
2.04,25.7406797388702,5.73972456408001e-05,0.0969901384385108,-1.03808394534993e-05,-0.0371562353287411,8.98311907854388e-06
2.06,25.7394522342508,5.93418042473814e-05,0.0921358643496917,-1.08316401116842e-05,-0.0360233603014441,9.17518697627142e-06
2.08,25.7382009168557,6.12916505087213e-05,0.0872787842644658,-1.12744874279383e-05,-0.0348696929923905,9.3634103276708e-06
2.1,25.7369284384989,6.32427856501749e-05,0.0824326719854374,-1.1707931912177e-05,-0.0336976881619092,9.54759550992891e-06
2.12,25.7356375182261,6.51896537409158e-05,0.0776111988986794,-1.21308750624238e-05,-0.03250985152198,9.72708340035187e-06
2.14,25.7343309959485,6.71300142300879e-05,0.0728286553999116,-1.25421076283398e-05,-0.0313087905495329,9.90119035948428e-06
2.16,25.7330117457548,6.90607568305524e-05,0.0680998535139663,-1.29404884586118e-05,-0.03009713504232,1.00695545748212e-05
2.18,25.7316827226903,7.09779399130639e-05,0.0634399423663941,-1.33248634156712e-05,-0.0288775790696712,1.02314830804545e-05
2.2,25.7303469575184,7.28781111316579e-05,0.0588643289990833,-1.36940594659776e-05,-0.0276528761064627,1.03863793247963e-05
2.22,25.7290075199914,7.47564693881486e-05,0.0543884395482084,-1.40469583181636e-05,-0.0264258053982943,1.05336602614849e-05
2.24,25.7276675343312,7.66081268643859e-05,0.0500275907533179,-1.43823748568097e-05,-0.0251991863287584,1.06726135028922e-05
2.26,25.7263301497354,7.84283457324619e-05,0.045796945617719,-1.46991490633218e-05,-0.0239758522259394,1.08026190465798e-05
2.28,25.7249985195933,8.02122341809763e-05,0.0417115666028063,-1.49961522392196e-05,-0.0227586323555926,1.09230264771952e-05
2.3,25.7236757983298,8.19553647328775e-05,0.0377865421234471,-1.52722358083708e-05,-0.0215503500707054,1.10331690573618e-05
2.32,25.7223651487159,8.36533474686263e-05,0.0340369572366797,-1.55263107442841e-05,-0.0203538302637421,1.1132428030455e-05
2.34,25.7210697574869,8.53015757691367e-05,0.0304777820752751,-1.57573608823278e-05,-0.0191719143884078,1.1220156646556e-05
2.36,25.7197928273869,8.68953074828482e-05,0.0271237880584874,-1.59644258850914e-05,-0.0180074542306604,1.12957144983306e-05
